school_name,url,city,state
Eastern Iowa Community Colleges,https://eicc.edu,Davenport,IA
Grinnell College,https://grinnell.edu,Grinnell,IA
Hawkeye Community College,https://hawkeyecollege.edu,Waterloo,IA
Iowa State University,https://iastate.edu,Ames,IA
Iowa Central Community College,https://iowacentral.edu,Fort Dodge,IA
Iowa Wesleyan College,https://iwc.edu,Mount Pleasant,IA
Iowa Western Community College,https://iwcc.edu,Council Bluffs,IA
Kaplan University,https://kaplanuniversity.edu,(multiple locations),IA
Kirkwood Community College,https://kirkwood.edu,Cedar Rapids,IA
La' James College,https://lajames.edu,Mason City,IA
Loras College,https://loras.edu,Dubuque,IA
Luther College,https://luther.edu,Decorah,IA
Maharishi University of Management,https://mum.edu,Fairfield,IA
Northeast Iowa Community College,https://nicc.edu,Calmar,IA
Palmer College of Chiropractic,https://palmer.edu,Davenport,IA
Saint Ambrose University,https://sau.edu,Davenport,IA
Simpson College,https://simpson.edu,Indianola,IA
Southwestern Community College,https://swcciowa.edu,(multiple locations),IA
Univeristy of Iowa,https://uiowa.edu,Iowa City,IA
Upper Iowa University,https://uiu.edu,Fayette,IA
University of Northern Iowa,https://uni.edu,Cedar Falls,IA
Wartburg College,https://wartburg.edu,Waverly,IA
Waldorf College,https://waldorf.edu,Forest City,IA
Boise State University,https://boisestate.edu,Boise,ID
Brigham Young University Idaho,https://byui.edu,Rexburg,ID
The College of Idaho,https://collegeofidaho.edu,Caldwell,ID
College of Southern Idaho,https://csi.edu,Twin Falls,ID
Idaho State University,https://isu.edu,Pocatello,ID
University of Idaho,https://uidaho.edu,Moscow,ID
Augustana College,https://augustana.edu,Rock Island,IL
Aurora University,https://aurora.edu,Aurora,IL
Benedictine University,https://ben.edu,Lisle,IL
Bradley University,https://bradley.edu,Peoria,IL
City Colleges of Chicago,https://ccc.edu,Chicago,IL
The University of Chicago Booth School of Business,https://chicagobooth.edu,Chicago,IL
College of Lake County,https://clcillinois.edu,Grayslake,IL
College of DuPage,https://cod.edu,Glen Ellyn,IL
Columbia College Chicago,https://colum.edu,Chicago,IL
Danville Area Community College,https://dacc.edu,Danville,IL
DePaul University,https://depaul.edu,Chicago,IL
Dominican University,https://dom.edu,River Forest,IL
Eastern Illinois University,https://eiu.edu,Charleston,IL
Elmhurst College,https://elmhurst.edu,Elmhurst,IL
Governors State,https://govst.edu,University Park,IL
Greenville College,https://greenville.edu,Greenville,IL
The Hadley School for the Blind,https://hadley.edu,Winnetka,IL
Harper College,https://harpercollege.edu,Palatine,IL
Heartland Community College,https://heartland.edu,Normal,IL
Illinois Central College,https://icc.edu,East Peoria,IL
Illinois College of Optometry,https://ico.edu,Chicago,IL
Illinois Institute of Technology,https://iit.edu,Chicago,IL
University of Illinois at Urbana-Champaign,https://illinois.edu,Champaign,IL
Illinois State University,https://illinoisstate.edu,Normal,IL
Illinois Mathematics and Science Academy,https://imsa.edu,Aurora,IL
Illinois Valley Community College,https://ivcc.edu,Oglesby,IL
Illinois Wesleyan University,https://iwu.edu,Bloomington,IL
John A. Logan College,https://jalc.edu,Carterville,IL
Joliet Junior College,https://jjc.edu,Joliet,IL
The John Marshall Law School,https://jmls.edu,Chicago,IL
Judson University,https://judsonu.edu,Elgin,IL
Kaskaskia College,https://kaskaskia.edu,Centralia,IL
Kankakee Community College,https://kcc.edu,Kankakee,IL
IIT Chicago-Kent College of Law,https://iit.edu,Chicago,IL
Kishwaukee College,https://kishwaukeecollege.edu,Malta,IL
Knox College,https://knox.edu,Galesburg,IL
Lake Forest College,https://lakeforest.edu,Lake Forest,IL
Lakeview College of Nursing,https://lakeviewcol.edu,Danville,IL
Lewis and Clark Community College,https://lc.edu,Godfrey,IL
Lewis University,https://lewisu.edu,Romeoville,IL
Lincoln Land Community College,https://llcc.edu,Springfield,IL
Loyola University Chicago,https://luc.edu,Chicago,IL
Midwestern Career College,https://mccollege.edu,Chicago,IL
McHenry County College,https://mchenry.edu,Crystal Lake,IL
McKendree University,https://mckendree.edu,Lebanon,IL
Midwestern University,https://midwestern.edu,(multiple locations),IL
Monmouth College,https://monmouthcollege.edu,Monmouth,IL
Moraine Valley Community College,https://morainevalley.edu,Palos Hills,IL
Morton College,https://morton.edu,Cicero,IL
Northeastern Illinois University,https://neiu.edu,Chicago,IL
Northern Illinois University,https://niu.edu,DeKalb,IL
National Louis University,https://nl.edu,Chicago,IL
North Park University,https://northpark.edu,Chicago,IL
Northwestern University,https://northwestern.edu,Evanston,IL
Oakton Community College,https://oakton.edu,Des Plaines,IL
Olivet Nazarene University,https://olivet.edu,Bourbonnais,IL
Chicago ORT Technical Institute,https://ortchicagotech.edu,Skokie,IL
Parkland College,https://parkland.edu,Champaign,IL
Prairie State College,https://prairiestate.edu,Chicago Heights,IL
Principia College,https://principiacollege.edu,Elsah,IL
Resurrection University,https://resu.edu,Chicago,IL
Robert Morris University Illinois,https://robertmorris.edu,Chicago,IL
Rockford University,https://rockford.edu,Rockford,IL
Rock Valley College,https://rockvalleycollege.edu,Rockford,IL
Roosevelt University,https://roosevelt.edu,Chicago,IL
Rosalind Franklin University,https://rosalindfranklin.edu,North Chicago,IL
Saint Anthony College of Nursing,https://sacn.edu,Rockford,IL
School of the Art Institute of Chicago,https://saic.edu,Chicago,IL
Saint Francis Medical Center College of Nursing,https://sfmccon.edu,Peoria,IL
Shawnee Community College,https://shawneecc.edu,Ullin,IL
Southeastern Illinois College,https://sic.edu,Harrisburg,IL
Southern Illinois University,https://siu.edu,Carbondale,IL
Southern Illinois University Edwardsville,https://siue.edu,Edwardsville,IL
Spoon River College,https://src.edu,Canton,IL
South Suburban College,https://ssc.edu,South Holland,IL
University of Saint Francis,https://stfrancis.edu,Joliet,IL
Southwestern Illinois College,https://swic.edu,(multiple locations),IL
Saint Xavier University,https://scu.edu,Chicago,IL
Trinity Christian College,https://trnty.edu,Palos Heights,IL
University of Chicago,https://uchicago.edu,Chicago,IL
University of Illinois at Chicago,https://uic.edu,Chicago,IL
University of Illinois,https://uillinois.edu,(multiple locations),IL
University of Illinois Springfield,https://uis.edu,Springfield,IL
University of Illinois at Urbana-Champaign,https://illinois.edu,Champaign,IL
Waubonsee Community College,https://waubonsee.edu,(multiple locations),IL
Wheaton College,https://wheaton.edu,Wheaton,IL
Western Illinois University,https://wiu.edu,Macomb,IL
Saint John's College,https://stjohnscollegespringfield.edu,Springfield,Ill
Anabaptist Mennonite Biblical Seminary,https://ambs.edu,Elkhart,IN
Anderson University,https://anderson.edu,Anderson,IN
Bethel College Indiana,https://bethelcollege.edu,Mishawaka,IN
Brown Mackie College,https://brownmackie.edu,(multiple locations),IN
Ball State University,https://bsu.edu,Muncie,IN
Butler University,https://butler.edu,Indianapolis,IN
DePauw University,https://depauw.edu,Greencastle,IN
Earlham College,https://earlham.edu,Richmond,IN
University of Evansville,https://evansville.edu,Evansville,IN
Goshen College,https://goshen.edu,Goshen,IN
Grace College and Seminary,https://grace.edu,Winona Lake,IN
Hanover College,https://hanover.edu,Hanover,IN
Harrison College,https://harrison.edu,Indianapolis,IN
Holy Cross College,https://hcc-nd.edu,Notre Dame,IN
Indiana University,https://indiana.edu,(multiple locations),IN
Indiana State University,https://indstate.edu,Terre Haute,IN
Indiana Wesleyan University,https://indwes.edu,Marion,IN
Indiana University - Purdue University Fort Wayne,https://ipfw.edu,Fort Wayne,IN
Indiana University,https://iu.edu,(multiple locations),IN
Indiana University Bloomington,https://iub.edu,Bloomington,IN
Indiana University East,https://iue.edu,Richmond,IN
Indiana University Northwest,https://iun.edu,Gary,IN
Indiana University - Purdue University Indianapolis,https://iupui.edu,Indianapolis,IN
Indiana University Southeast,https://ius.edu,New Albany,IN
Indiana University South Bend,https://iusb.edu,South Bend,IN
Ivy Tech Community College,https://ivytech.edu,Carmel,IN
Manchester University,https://manchester.edu,North Manchester,IN
Marian University Indianapolis,https://marian.edu,Indianapolis,IN
University of Notre Dame,https://nd.edu,Notre Dame,IN
Oakland City University,https://oak.edu,Oakland City,IN
Purdue University North Central,https://pnc.edu,Westville,IN
Purdue University,https://purdue.edu,West Lafayette,IN
Purdue University Calumet,https://purduecal.edu,Hammond,IN
Rose-Hulman Institute of Technology,https://rose-hulman.edu,Terre Haute,IN
Saint Mary's College,https://saintmarys.edu,Notre Dame,IN
Trine University,https://trine.edu,Angola,IN
University of Indianapolis,https://uindy.edu,Indianapolis,IN
University of Southern Indiana,https://usi.edu,Evansville,IN
Valparaiso University,https://valpo.edu,Valparaiso,IN
Wabash College,https://wabash.edu,Crawfordsville,IN
Benedictine College,https://benedictine.edu,Atchison,KS
Butler Community College,https://butlercc.edu,El Dorado,KS
Emporia State University,https://emporia.edu,Emporia,KS
Fort Hays State University,https://fhsu.edu,Hays,KS
Flint Hills Technical College,https://fhtc.edu,Emporia,KS
Fort Scott Community College,https://fortscott.edu,Horton Fort Scott,KS
Garden City Community College,https://gcccks.edu,Garden City,KS
Hesston College,https://hesston.edu,Hesston,KS
Highland Community College,https://highlandcc.edu,Highland,KS
Johnson County Community College,https://jccc.edu,Overland Park,KS
Kansas City Kansas Community College,https://kckcc.edu,Kansas City,KS
Kansas State University,https://k-state.edu,Manhattan,KS
The University of Kansas,https://ku.edu,Lawrence,KS
McPherson College,https://mcpherson.edu,McPherson,KS
Neosho County Community College,https://neosho.edu,Chanute,KS
Newman University,https://newmanu.edu,Wichita,KS
Pittsburg State University,https://pittstate.edu,Pittsburg,KS
Saint Paul School of Theology and Ministry,https://spst.edu,Overland Park,KS
Sterling College,https://sterling.edu,Sterling,KS
University of Saint Mary,https://stmary.edu,Leavenworth,KS
Washburn University,https://washburn.edu,Topeka,KS
Washburn University School of Law,https://washburnlaw.edu,Topeka,KS
Wichita State University,https://wichita.edu,Wichita,KS
Asbury University,https://asbury.edu,Wilmore,KY
Bellarmine University,https://bellarmine.edu,Louisville,KY
Berea College,https://berea.edu,Berea,KY
Centre College,https://centre.edu,Danville,KY
Eastern Kentucky University,https://eku.edu,Richmond,KY
Frontier Nursing University,https://frontier.edu,Hyden,KY
Georgetown College,https://georgetowncollege.edu,Georgetown,KY
Kentucky Community and Technical College System,https://kctcs.edu,Versailles,KY
Kentucky Christian University,https://kcu.edu,Grayson,KY
Kentucky State University,https://kysu.edu,Frankfort,KY
Lindsey Wilson College,https://lindsey.edu,Columbia,KY
The University of Louisville,https://louisville.edu,Louisville,KY
Midway College,https://midway.edu,Midwar,KY
Morehead State University,https://moreheadstate.edu,Morehead,KY
Murray State University,https://murraystate.edu,Murray,KY
Northern Kentucky University,https://nku.edu,Highland Heights,KY
The Southern Baptist Theological Seminary,https://sbts.edu,Louisville,KY
Saint Catharine College,https://sccky.edu,Saint Catharine,KY
Sullivan University,https://sullivan.edu,Louisville,KY
University of the Cumberlands,https://ucumberlands.edu,Williamsburg,KY
Western Kentucky University,https://wku.edu,Bowling Green,KY
Bossier Parish Community College,https://bpcc.edu,Bossier City,LA
Centenary College of Louisiana,https://centenary.edu,Shreveport,LA
Louisiana Tech University,https://latech.edu,Ruston,LA
Louisiana Culinary Institute,https://lci.edu,Baton Rouge,LA
University of Louisiana Lafayette,https://louisiana.edu,Lafayette,LA
Loyola University New Orleans,https://loyno.edu,New Orleans,LA
Louisiana State University,https://lsu.edu,Baton Rouge,LA
Louisiana State University - Eunice,https://lsue.edu,Eunice,LA
LSU Health Sciences Center - New Orleans,https://lsuhsc.edu,New Orleans,LA
LSU Health Sciences Center - New Orleans,https://lsuhscshreveport.edu,Shreveport,LA
Louisiana State University System,https://lsusystem.edu,Baton Rouge,LA
Nicholls State University,https://nicholls.edu,Thibodaux,LA
New Orleans Baptist Theological Seminary,https://nobts.edu,New Orleans,LA
Nunez Community College,https://nunez.edu,Chalmette,LA
Southeastern Louisiana University,https://southeastern.edu,Hammond,LA
Southern University,https://subr.edu,Baton Rouge,LA
Tulane University,https://tulane.edu,New Orleans,LA
University of Louisiana at Monroe,https://ulm.edu,Monroe,LA
University of New Orleans,https://uno.edu,New Orleans,LA
Xavier University of Louisiana,https://xula.edu,New Orleans,LA
Amherst College,https://amherst.edu,Amherst,MA
Assumption College,https://assumption.edu,Worcester,MA
Babson College,https://babson.edu,Babson Park,MA
Boston College,https://bc.edu,Chestnut Hill,MA
Bentley University,https://bentley.edu,Waltham,MA
Berklee College of Music,https://berklee.edu,Boston,MA
Berkshire Community College,https://berkshirecc.edu,Pittsfield,MA
The Boston Conservatory,https://bostonconservatory.edu,Boston,MA
Brandeis University,https://brandeis.edu,Waltham,MA
Bridgewater State University,https://bridgew.edu,Bridgewater,MA
Boston University,https://bu.edu,Boston,MA
Cambridge College,https://cambridgecollege.edu,Cambridge,MA
Clark University,https://clarku.edu,Worcester,MA
Curry College,https://curry.edu,Milton,MA
Elms College,https://elms.edu,Chicopee,MA
Emerson College,https://emerson.edu,Boston,MA
Emmanuel College,https://emmanuel.edu,Boston,MA
Endicott College,https://endicott.edu,Beverly,MA
Fitchburg State University,https://fitchburgstate.edu,Fitchburg,MA
Framingham State University,https://framingham.edu,Framingham,MA
Gordon Conwell Theological Seminary,https://gordonconwell.edu,South Hamilton,MA
Gordon College,https://gordon.edu,Wenham,MA
Hampshire College,https://hampshire.edu,Amherst,MA
Harvard University,https://harvard.edu,Cambridge,MA
Harvard Business School,https://hbs.edu,Boston,MA
College of the Holy Cross,https://holycross.edu,Worcester,MA
Lesley University,https://lesley.edu,Cambridge,MA
Massachusetts Maritime Academy,https://maritime.edu,Buzzards Bay,MA
Massachusetts Department of Higher Education,https://mass.edu,Boston,MA
Massachusetts College of Art and Design,https://massart.edu,Boston,MA
MassBay Community College,https://massbay.edu,Wellesley,MA
Marine Biological Laboratory,https://mbl.edu,Woods Hole,MA
Merrimack Education Center,https://mec.edu,Chelmsford,MA
Merrimack College,https://merrimack.edu,North Andover,MA
MGH Institute of Health Professions,https://mghihp.edu,Boston,MA
Milton Academy,https://milton.edu,Milton,MA
Massachusetts Institute of Technology,https://mit.edu,Cambridge,MA
Montserrat College of Art,https://montserrat.edu,Beverly,MA
Mount Ida College,https://mountida.edu,Newton,MA
Mount Holyoke College,https://mtholyoke.edu,South Hadley,MA
Middlesex Community College,https://mxcc.edu,Lowell,MA
Middlesex School,https://mxschool.edu,Lowell,MA
North Bennet Street School,https://nbss.edu,Boston,MA
New England Law - Boston,https://nesl.edu,Boston,MA
Northeastern University,https://northeastern.edu,Boston,MA
Olin College of Engineering,https://olin.edu,Needham,MA
Salem State University,https://salemstate.edu,Salem,MA
Simmons College,https://simmons.edu,Boston,MA
Smith College,https://smith.edu,Northampton,MA
Spa Tech Institute,https://spatech.edu,Ipswich,MA
Springfield College,https://springfieldcollege.edu,Springfield,MA
Springfield Technical Community College,https://stcc.edu,Springfield,MA
Suffolk University,https://suffolk.edu,Boston,MA
Boston Architectural College,https://the-bac.edu,Boston,MA
Tufts University,https://tufts.edu,Medford,MA
University of Massachusetts Amherst,https://umass.edu,Amherst,MA
University of Massachusetts Dartmouth,https://umassd.edu,Dartmouth,MA
University of Massachusetts Medical School,https://umassmed.edu,Worcester,MA
University of Massachusetts,https://umassp.edu,Amherst,MA
University of Massachusetts Boston,https://umb.edu,Boston,MA
University of Massachusetts Lowell,https://uml.edu,Lowell,MA
Wellesley College,https://wellesley.edu,Wellesley,MA
"Wheaton College, Norton",https://wheatoncollege.edu,Norton,MA
Wheelock College,https://wheelock.edu,Boston,MA
Williams College,https://williams.edu,Williamstown,MA
Western New England University,https://wne.edu,Springfield,MA
Worcester State University,https://worcester.edu,Worcester,MA
Worcester Polytechnic Institute,https://wpi.edu,Worcester,MA
Anne Arundel Community College,https://aacc.edu,Arnold,MD
Baltimore City Community College,https://bccc.edu,Baltimore,MD
Bowie State University,https://bowiestate.edu,Bowie,MD
Carroll Community College,https://carrollcc.edu,Westminster,MD
The Community College of Baltimore County,https://ccbcmd.edu,(multiple locations),MD
Chesapeake College,https://chesapeake.edu,Wye Mills,MD
Coppin State University,https://coppin.edu,Baltimore,MD
College of Southern Maryland,https://csmd.edu,La Plata,MD
Frederick Community College,https://frederick.edu,Frederick,MD
Frostburg State University,https://frostburg.edu,Frostburg,MD
Garrett College,https://garrettcollege.edu,McHenry,MD
Goucher College,https://goucher.edu,Baltimore,MD
Hagerstown Community College,https://hagerstowncc.edu,Hagerstown,MD
Harford Community College,https://harford.edu,Bel Air,MD
Hood College,https://hood.edu,Frederick,MD
Howard Community College,https://howardcc.edu,Columbia,MD
Johns Hopkins Bloomberg School of Public Health,https://jhsph.edu,Baltimore,MD
Johns Hopkins University,https://jhu.edu,Baltimore,MD
Loyola University Maryland,https://loyola.edu,Baltimore,MD
Montgomery Blair High School,https://mbhs.edu,Silver Spring,MD
McDaniel College,https://mcdaniel.edu,Westminster,MD
Maryland Institute College of Art,https://mica.edu,Baltimore,MD
Montgomery College,https://montgomerycollege.edu,Montgomery County,MD
Mount Saint Mary's University,https://msmary.edu,Emmitsburg,MD
Maryland University of Integrative Health,https://muih.edu,Laurel,MD
Prince George's Community College,https://pgcc.edu,Largo,MD
Salisbury University,https://salisbury.edu,Salisbury,MD
Sojourner-Douglass College,https://sdc.edu,Baltimore,MD
Saint Mary's College of Maryland,https://smcm.edu,Saint Mary's City,MD
Saint James School,https://stjames.edu,Hagerstown,MD
Towson University,https://towson.edu,Towson,MD
University of Baltimore,https://ubalt.edu,Baltimore,MD
University of Maryland,https://umaryland.edu,Baltimore,MD
University of Maryland Baltimore County,https://umbc.edu,Baltimore,MD
University of Maryland,https://umd.edu,College Park,MD
University of Maryland University College,https://umuc.edu,Adelphi,MD
University System of Maryland,https://usmd.edu,Adelphi,MD
United States Naval Academy,https://usna.edu,Annapolis,MD
Washington College,https://washcoll.edu,Chestertown,MD
Wor-Wic Community College,https://worwic.edu,Salisbury,MD
Saint John's College,https://sjc.edu,Annapolis,MD
Bates College,https://bates.edu,Lewiston,ME
Bowdoin College,https://bowdoin.edu,Brunswick,ME
Central Maine Community College,https://cmcc.edu,Auburn,ME
College of the Atlantic,https://coa.edu,Bar Harbor,ME
Colby College,https://colby.edu,Waterville,ME
Husson University,https://husson.edu,Bangor,ME
Maine Maritime Academy,https://mainemaritime.edu,Castine,ME
Northern Maine Community College,https://nmcc.edu,Presque Isle,ME
Saint Joseph's College,https://sjcme.edu,Standish,ME
Southern Maine Community College,https://smccme.edu,South Portland,ME
University of Maine,https://umaine.edu,Orono,ME
University of Maine Fort Kent,https://umfk.edu,Fort Kent,ME
University of Maine at Presque Isle,https://umpi.edu,Presque Isle,ME
University of New England,https://une.edu,Biddeford,ME
Unity College,https://unity.edu,Unity,ME
York County Community College,https://yccc.edu,Wells,ME
University of Main at Augusta,https://uma.edu,Augusta,ME
Adrian College,https://adrian.edu,Adrian,MI
Albion College,https://albion.edu,Albion,MI
Alma College,https://alma.edu,Alma,MI
Alpena Community College,https://alpenacc.edu,Alpena,MI
Andrews University,https://andrews.edu,Berrien Springs,MI
Aquinas College,https://aquinas.edu,Grand Rapids,MI
Baker College,https://baker.edu,(multiple locations),MI
Bay College,https://baycollege.edu,Escanaba,MI
Calvin College,https://calvin.edu,Grand Rapids,MI
Central Michigan University,https://cmich.edu,Mount Pleasant,MI
College for Creative Studies,https://collegeforcreativestudies.edu,Detroit,MI
Cornerstone University,https://cornerstone.edu,Grand Rapids,MI
Davenport University,https://davenport.edu,Grand Rapids,MI
Delta College,https://delta.edu,University Center,MI
Douglas J. Aveda Institute,https://douglasj.edu,Ann Arbor,MI
Eastern Michigan University,https://emich.edu,Ypsilanti,MI
Ferris State University,https://ferris.edu,Big Rapids,MI
Finlandia University,https://finlandia.edu,Hancock,MI
Grand Rapids Community College,https://grcc.edu,Grand Rapids,MI
Grand Valley State University,https://gvsu.edu,Allendale,MI
Henry Ford College,https://hfcc.edu,Dearborn,MI
Hillsdale College,https://hillsdale.edu,Hillsdale,MI
Hope College,https://hope.edu,Holland,MI
Jackson College,https://jccmi.edu,Jackson,MI
Kettering University,https://kettering.edu,Flint,MI
Kalamazoo Valley Community College,https://kvcc.edu,Kalamazoo,MI
Kalamazoo College,https://kzoo.edu,Kalamazoo,MI
Lake Michigan College,https://lakemichigancollege.edu,Benton Harbor,MI
Lansing Community College,https://lcc.edu,Lansing,MI
Lake Superior State University,https://lssu.edu,Marietta,MI
Lawrence Technological University,https://ltu.edu,Southfield,MI
Macomb Community College,https://macomb.edu,Warren,MI
Marygrove College,https://marygrove.edu,Detroit,MI
Monroe County Community College,https://monroeccc.edu,Monroe,MI
Michigan State University,https://msu.edu,East Lansing,MI
Michigan Technological University,https://mtu.edu,Houghton,MI
Northwestern Michigan College,https://nmc.edu,Traverse City,MI
Northern Michigan University,https://nmu.edu,Marquette,MI
Oakland Univeristy,https://oakland.edu,Rochester,MI
Oakland Community College,https://oaklandcc.edu,Bloomfield Hills,MI
Saginaw Chippewa Tribal College,https://sagchip.edu,Mount Pleasant,MI
Saginaw Valley State University,https://svsu.edu,University Center,MI
University of Detroit Mercy,https://udmercy.edu,Detroit,MI
University of Michigan-Flint,https://umflint.edu,Flint Township,MI
University of Michigan,https://umich.edu,Ann Arbor,MI
Wayne State,https://wayne.edu,Detroit,MI
Washtenaw Community College,https://wccnet.edu,Ann Arbor,MI
Western Michigan University,https://wmich.edu,Kalamazoo,MI
Alexandria Technical & Community College,https://alextech.edu,Alexandria,MN
Anoka-Ramsey Community College,https://anokaramsey.edu,Cambridge,MN
Augsburg College,https://augsburg.edu,Minneapolis,MN
Bemidji State University,https://bemidjistate.edu,Bemidji,MN
Bethel University,https://bethel.edu,Saint Paul,MN
Carleton College,https://carleton.edu,Northfield,MN
Century College,https://century.edu,White Bear Lake,MN
Central Lakes College,https://clcmn.edu,Brainerd,MN
Concordia College,https://cord.edu,Moorhead,MN
Crown College,https://crown.edu,Saint Bonifacius,MN
"College of Saint Benedict, Saint John's University",https://csbsju.edu,Saint Joseph,MN
Concordia University Saint Paul,https://csp.edu,Saint Paul,MN
The College of Saint Scholastica,https://css.edu,Duluth,MN
Dakota County Technical College,https://dctc.edu,Rosemount,MN
Gustavus Adolphus College,https://gustavus.edu,Saint Peter,MN
Globe University,https://globeuniversity.edu,(multiple locations),MN
Hamline University,https://hamline.edu,Saint Paul,MN
Inver Hills Community College,https://inverhills.edu,Inver Grove Heights,MN
Institute of Production and Recording,https://ipr.edu,Minneapolis,MN
Leech Lake Tribal College,https://lltc.edu,Cass Lake,MN
Luther Seminary,https://luthersem.edu,Saint Paul,MN
Macalester College,https://macalester.edu,Saint Paul,MN
McNally Smith College of Music,https://mcnallysmith.edu,Saint Paul,MN
Mesabi Range College,https://mesabirange.edu,Eveleth,MN
Metropolitan State University,https://metrostate.edu,Saint Paul,MN
Minnesota State University Moorhead,https://mnstate.edu,Moorhead,MN
Minnesota State University Mankato,https://mnsu.edu,Mankato,MN
North Hennepin Community College,https://nhcc.edu,North Brooklyn Park,MN
Normandale Community College,https://normandale.edu,Bloomington,MN
Rasmussen College,https://rasmussen.edu,(multiple locations),MN
Ridgewater College,https://ridgewater.edu,Willmar,MN
Southwest Minnesota State University,https://smsu.edu,Marshall,MN
Saint Mary's University of Minnesota,https://smumn.edu,Winona,MN
South Central College,https://southcentral.edu,(multiple locations),MN
Saint Cloud State University,https://stcloudstate.edu,Saint Cloud,MN
Saint Olaf College,https://stolaf.edu,Northfield,MN
University of Saint Thomas,https://stthomas.edu,Saint Paul,MN
University of Minnesota,https://umn.edu,Minneapolis,MN
United Theological Seminary of the Twin Cities,https://unitedseminary.edu,New Brighton,MN
University of Northwestern Saint Paul,https://unwsp.edu,Saint Paul,MN
Walden University,https://waldenu.edu,Minneapolis,MN
Winona State Unviversity,https://winona.edu,Winona,MN
Assemblies of God Theological Seminary,https://agts.edu,Springfield,MO
Aquinas Institute of Theology,https://ai.edu,St. Louis,MO
A.T. Still University,https://atsu.edu,Kirksville,MO
Avila University,https://avila.edu,Kansas City,MO
Columbia College,https://ccis.edu,Columbia,MO
Central Methodist University,https://centralmethodist.edu,Fayette,MO
Crowder College,https://crowder.edu,Neosho,MO
Culver-Stockton College,https://culver.edu,Canton,MO
Drury University,https://drury.edu,Springfield,MO
Evangel University,https://evangel.edu,Springfield,MO
Fontbonne University,https://fontbonne.edu,Saint Louis,MO
Hannibal-LaGrange,https://hlg.edu,Hannibal,MO
Harris-Stowe State University,https://hssu.edu,Saint Louis,MO
Jefferson College,https://jeffco.edu,Hillsboro,MO
Kansas City University of Medicine and Biosciences,https://kcumb.edu,Kansas City,MO
Lincoln University,https://lincolne.edu,Jefferson City,MO
Lindenwood University,https://lindenwood.edu,Saint Charles,MO
Linn State Technical College,https://linnstate.edu,Linn,MO
Maryville University,https://maryville.edu,Saint Louis,MO
Metropolitan Community College,https://mcckc.edu,Kansas City,MO
Mineral Area College,https://mineralarea.edu,Park Hills,MO
Mizzou University of Missouri,https://missouri.edu,Columbia,MO
Missouri State University,https://missouristate.edu,Springfield,MO
Missouri Valley College,https://moval.edu,Marshall,MO
Missouri Southern State University,https://mssu.edu,Joplin,MO
Missouri University of Science and Technology,https://mst.edu,Rolla,MO
North Central Missouri College,https://ncmissouri.edu,Trenton,MO
Nazarene Theological Seminary,https://nts.edu,Kansas City,MO
Northwest Missouri State University,https://nwmissouri.edu,Maryville,MO
Ozarks Technical Community College,https://otc.edu,Springfield,MO
Park University,https://park.edu,Parkville,MO
Rockhurst University,https://rockhurst.edu,Kansas City,MO
Southwest Baptist University,https://sbuniv.edu,Bolivar,MO
South Central Career Center,https://scccwp.edu,West Plains,MO
Southeast Missouri State University,https://semo.edu,Cape Girardeau,MO
Saint Louis University,https://slu.edu,Saint Louis,MO
Saint Charles Community College,https://stchas.edu,Cottleville,MO
Saint Louis Community College,https://stlcc.edu,Saint Louis,MO
Truman State University,https://truman.edu,Kirksville,MO
University of Central Missouri,https://ucmo.edu,Warrensburg,MO
University of Missouri Kansas City,https://umkc.edu,Kansas City,MO
University of Missouri Saint Louis,https://umsl.edu,Saint Louis,MO
University of Missouri System,https://umsystem.edu,Columbia,MO
Webster University,https://webster.edu,Webster Groves,MO
"Westminster College, Missouri",https://westminster-mo.edu,Fulton,MO
Washington University in Saint Louis,https://wustl.edu,Saint Louis,MO
Alcorn State University,https://alcorn.edu,Lorman,MS
Belhaven University,https://belhaven.edu,Jackson,MS
Delta State University,https://deltastate.edu,Cleveland,MS
East Mississippi Community College,https://eastms.edu,Scooba,MS
Jackson State University,https://jsums.edu,Jackson,MS
Mississippi Gulf Coast Community College,https://mgccc.edu,Perkinston,MS
Mississippi State University,https://mssstate.edu,Mississippi State,MS
Northeast Mississippi Community College,https://nemcc.edu,Booneville,MS
The University of Mississippi,https://olemiss.edu,University,MS
Pearl River Community College,https://prcc.edu,Hattiesburg,MS
Reformed Theological Seminary,https://rts.edu,Jackson,MS
University of Mississippi Medical Center,https://umc.edu,Jackson,MS
University of Southern Mississippi,https://usm.edu,Hattiesburg,MS
William Carey University,https://wmcarey.edu,Hattiesburg,MS
Itawamba Community College,https://iccms.edu,Fulton,MS
Blackfeet Community College,https://bfcc.edu,Browning,MT
Carroll College,https://carroll.edu,Helena,MT
Fort Peck Community College,https://fpcc.edu,Poplar,MT
Flathead Valley Community College,https://fvcc.edu,Kalispell,MT
Miles Community College,https://milescc.edu,Miles City,MT
Montana State University,https://montana.edu,Bozeman,MT
Montana State University Billings,https://msubillings.edu,Billings,MT
Montana State University - Northern,https://msun.edu,Havre,MT
Montana Tech of the University of Montana,https://mtech.edu,Butte,MT
Montana University System,https://mus.edu,Helena,MT
Rocky Mountain College,https://rocky.edu,Billings,MT
University of Montana Helena College,https://umhelena.edu,Helena,MT
University of Montana,https://umt.edu,Missoula,MT
University of Montana Western,https://umwestern.edu,Dillon,MT
Asheville-Buncombe Technical Community College,https://abtech.edu,Asheville,NC
